,LOC,ORG,GPE,WORK_OF_ART,url
9118,"Port Moresby, Pacific","The World Health Organisation, WHO, PNG, PPE, AstraZeneca, WHO Western Pacific","Papua New Guinea's, Australia, Queensland",,https://www.solomontimes.com/news/covid19-outbreak-in-png-at-critical-point-who/10774
9119,Alligator Creek,"Provincial Government & Institutional Strengthening, MPGIS, Parliament, Eastern, the Guadalcanal Provincial Government, the National Government, “A working committee, the Ministry, OPMC","Honiara City, Alligator Creek, Guadalcanal Province, the Honiara City, the Guadalcanal Province, the Mamara Township",,https://www.solomontimes.com/news/government-earmarks-alligator-creek-for-new-market/10766
9120,Ranadi,"the National Criminal Investigation Department, the Royal Solomon Islands Police Force, the Criminal Investigation Division, CID, the Honiara City Central Police Station, NCID, Central Response Unit, CRU, the National Referral Hospital, NRH, the National Police Communication Centre","Honiara, Point Cruz",,https://www.solomontimes.com/news/police-investigates-suspicious-death-of-chinese-national-in-honiara/10762
9121,,"MOI, the Ministry of Health and Medical Services, Justice, Legal Affairs, the Solomon Islands Police Force, Health Permanent, the Ministry of Justice, the Public Solicitors Office, the Royal Solomon Islands Police Force","Malaita Outer Islands, the Malaita Outer Islands",,https://www.solomontimes.com/news/government-sends-integrated-mission-team-to-moi/10773
9122,,"Sogavare, The Ministry of Health and Medical Services, the FAMOA Council of Chiefs","Province, Papua New Guinea, Bougainville, the Shortland Islands, Choiseul province, the Malaita Outer Islands",,https://www.solomontimes.com/news/sogavare-urges-border-communities-to-get-vaccinated/10763
9123,,"Parliament, Select Committee of Parliament",Honiara,,https://www.solomontimes.com/news/short-bus-route-is-not-our-fault-bus-conductor/10775
9124,Solomon Islands,"The Ministry of Health and Medical Services, the New Zealand Government, ”The Ministry of Health and Medical Services Permanent, NRH, NZD, date”","New Zealand, “New Zealand",,https://www.solomontimes.com/news/health-acquires-new-buses-for-covid19-operations/10771
9125,,"The National Government, Bonale Pineapple, Cooperative Society Partnership, the Ministry of Commerce, Industries, Labour and Immigration, Project Steering Committee, the Environmental Impact Assessment, Mesepitu, EIA, Public Private Partnership, MCILI, MAL, MDPAC, Cabinet, the Ministry of Agriculture and Livestock (MAL, Ministry of National Planning and Development Coordination, MNPDC, the Malaita Provincial Government, the Bonale Land Trust Board","West Kwaio, Malaita province, Bonale, Auki",,https://www.solomontimes.com/news/bonale-pineapple-factory-project-moves-forward/10765
9126,,"betel nut, Kaulake, Guadalcanal","Tamboko, North West Guadalcanal, Honiara",,https://www.solomontimes.com/news/tamboko-chief-calls-on-betel-nut-buyers-to-respect-area/10768
9127,,"the Club Flamingo, Solomon Motor, the National Traffic Department Superintendent Fredrick Satu, the Ministry of infrastructure Development, the National Emergency Operations Center, Central Police Station, Kukum Traffic Centre, MID","Chinatown, Hilux, Honiara, hilux, SBD$200,000",,https://www.solomontimes.com/news/government-loses-vehicles-as-ministers-talk-of-minimizing-costs-in-parliament/10772
9128,"the Western Border, Nila","PNG, National Pandemic Controller Office, the Oversight Committee, the National Emergency Operation Centre, NEOC, the National Disaster Management Office, NDMO, the National Disaster Operations Committee, N-DOC, the National Disaster Council, NDC, Standard Operating Procedures, SOP, Health, Police, Customs, Provincial Emergency Response Team, FAMOA Council of Chiefs, the SIG Joint Operations Team, SIG-JOT, the Western Border, the On-Site Operations Coordination Centre, OSOCC","The Autonomous Region, Bougainville",,https://www.solomontimes.com/news/western-broder-response-plan-developed-as-covid19-cases-in-png-surge/10769
9129,,The Royal Solomon Islands Police Force,Honiara,,https://www.solomontimes.com/news/government-denounces-brutal-death-of-chinese-shop-owner/10764
9130,,"AstraZeneca Vaccine, Provincial Assembly Meeting, National Health Staff, the Ministry of Health and Medical Services","Western Province, Gizo, the Western Province",,https://www.solomontimes.com/news/western-province-premier-throws-full-support-behind-covid19-vaccine-efforts/10767
9131,,"The Solomon Islands Chamber of Commerce and Industry (SICCI, the Royal Solomon Islands Police Force, Board, SICCI Media","Honiara, Solomon Islands",,https://www.solomontimes.com/news/sicci-condemns-brutal-attack-on-business-owner/10770
9132,,"Central Kwara'ae, World Vision","Solomon Islands, Auki, Auki, Malaita Province",,https://www.solomontimes.com/news/youth-at-work-rescued-me/10759
9133,"the Weather Coast of South Guadalcanal, Solomon Islands","the UN Development Programme, the International Labor Organization, ILO, the Empowering Youth as Agents for Peace and Social Cohesion, the Solomon Islands Government, the Youth Empowerment Project, Nagho, the United Nations Peacebuilding Fund, UNDP Press Release","Solomon Islands, the Solomon Islands Project",,https://www.solomontimes.com/news/aspiring-youth-to-reduce-conflict-and-build-sustainable-peace/10752
9134,,"The Development Bank of Solomon Islands, the Central Bank, the DBSI Board, Government, PAC",,,https://www.solomontimes.com/news/pac-calls-for-an-independent-dbsi-board/10751
9135,the Forestry Sector,"Treasury, Kuma, Finance, Industries, Innovative, The Ministry of Mines, Energy and Rural Electrification","the People’s Republic of China, PRC",,https://www.solomontimes.com/news/sbd342-million-allocated-for-rural-development/10754
9136,,"Commonwealth Realm, Parliament, the Royal Family, The Government House, Ministerial Heads, Private Sector and Civil","Edinburgh, England, Solomon Islands",Royal Highness,https://www.solomontimes.com/news/governor-general-formally-announces-death-of-prince-philip/10753
9137,,"AstraZeneca, Sogavare, the World Health Organisation, Ministry of Health and Medical Services, World Health Organisations, UNICEF, COVID-19”",,,https://www.solomontimes.com/news/astrazeneca-is-safe-and-rollout-will-continue-sogavare/10761
9138,Solomon Islands,"The Ministry of Agriculture and Livestock, the Public Accounts Committee, the Pacific Games Facilities, ROC Farm, the Ministry of Agriculture, the National Hosting Authority, Agriculture, Fisheries and Medical","ROC, PRC, Solomon Islands, China, Guangdong Province",,https://www.solomontimes.com/news/government-farming-activities-to-move-to-tenaru/10757
9139,Sinopharm,"Sinopharm, the World Health Organization, WHO, State-Owned Enterprise, Technical Working, the National COVID-19 Coordinating Committee, “The Ministry, the Health Ministry, the National Therapeutic Committee, Sinopharm Vaccines","Honiara, the People’s Republic of China, PRC, Beijing, WHO.“We",,https://www.solomontimes.com/news/chinas-sinopharm-vaccine-arrives/10755
9140,,"the Top Timber Company, the Grading and Consultation Supervisor, PPC, the National Referral Hospital, PPC Matamaru","Guandong Province, China, Honiara City",Top Timber,https://www.solomontimes.com/news/police-investigates-suspicious-death-of-a-chinese-national-in-honiara/10750
9141,"Pacific, Pacific Island, Pacific island, Hub, Regional Pacific, Pacific Islands, the Regional Pacific, Pacific Island Countries, Cook Islands","Nationally Determined Contributions, the Regional Pacific NDC Hub, the Chair of the Pacific Small Island Developing States, Hon, Blue Pacific, Paris Agreement, the Chair of the NDC Hub’s Steering Committee, Chilton, Hubs, the Pacific Community, SPC, the Pacific Regional Environment Programme, SPREP, the GlobalGreen Growth Institute, GGGI, GIZ, the International Renewable Energy Agency, IRENA, the United Nations Development Program, the Nationally Determined Contribution Programme, NDCP, Climate Action, Pacific Community, Global Green Growth Institute, the United Nation Framework Convention, The Regional Pacific Nationally Determined Contributions, The Pacific NDC Hub, FSM","Suva, New Zealand, United Kingdom Governments, COVID-19.”The, Internationale Zusammenarbeit, Internationale Zusammenarbeit(GIZ, Germany, Australia, Fiji, Bonn, Federated States, Micronesia, Nauru, Niue, Palau, Papua New Guinea, Samoa, Solomon, Islands, Tokelau, Tonga",,https://www.solomontimes.com/news/the-ndc-hub-launches-10year-strategy-for-climate-action-in-the-pacific/10748
9142,,"the South Choiseul National By-Election, the Malangono Nomination Centre, South Choiseul Constituency, National General Election",,the Returning Officer,https://www.solomontimes.com/news/six-candidates-nominated-for-south-choiseul-byelection/10749
9143,,"The Solomon Islands Chamber of Commerce and Industry, SICCI, the Public Accounts Committee, The SICCI Chair, Solomon Water Capital Works, Tina River Hydropower, ADB Ports and Road, World Bank Roads and Aviation Project, SICCI Media",Solomon Islands,,https://www.solomontimes.com/news/business-chamber-encourages-local-content-in-big-infrastructure-spending/10758
9144,,,,,https://www.solomontimes.com/news/chinese-shop-owner-found-dead/10760
9145,,"The Australian Government, GeneXpert, PNG","Papua New Guinea's, Australia",,https://www.solomontimes.com/news/more-australian-aid-for-png-covid19-fight/10756
9146,Levy,"Treasury, Parliament, the Raw Sugar Tax, Government, NCD, Non-Tax",,,https://www.solomontimes.com/news/government-approves-new-tax-measures-to-boost-revenue/10747
9147,,"SIG, the Ministry of Health, the National Referral Hospital, Good Samaritan Hospital, Office of the","the Solomon Islands, the Mataniko Pikinini Clinic, Guadalcanal Province, Pelau in Malaita Province, Honiara",,https://www.solomontimes.com/news/solomon-islands-still-remain-covid-free/10872
9148,,"AstraZeneca, WHO, National Medicines Therapeutics Committee, Office of the","Shortlands, Choiseul province, Bougainville",,https://www.solomontimes.com/news/15000-vaccinated-so-far-pm/10871
9149,,"Metropolis Mamara Development Ltd, the Ministry of Commerce, Industry, Labour and Immigration, Hon, the Public Servants Housing Scheme, the Ministry of Public Service, Mesepitu","Honiara, Guadalcanal Province",,https://www.solomontimes.com/news/government-distance-itself-from-mamara-development/10866
9150,Sikaiana island,"Sogavare, Sikaiana., MOI, the National Disaster Council, NDC, SIG, Island","Sikaiana, the Malaita Outer Islands",,https://www.solomontimes.com/news/sikaiana-reports-increased-number-of-influenzalike-illnesses/10746
9151,Central Field,"AstraZeneca, COVAX, the Ministry of Health and Medical Services, Oxford University, Sogavare, the Central Field Hospital","Honiara, Solomon Islands, India, the United Kingdom, Korea, Australia, Malaita Outer Islands, Western Province, Choiseul province",,https://www.solomontimes.com/news/despite-slow-start-vaccination-rollout-program-continues/10745
9152,,"Hon, the national Government, The Leader of Opposition","Malaita Province, Solomon Islands, the Republic of China, Taiwan",,https://www.solomontimes.com/news/wale-condemns-politicization-of-premier-suidanis-health/10868
9153,,"The Guadalcanal Provincial Government, GPG, Finance Permanent, the Shipping Exemption Committee, The Exemption Committee, the Guadalcanal Provincial Government","Honiara, Solomon Islands",Oversight,https://www.solomontimes.com/news/gpg-concerned-with-offloading-of-materials-at-log-pond/10869
9154,Solomon Islands,"CEMA, Structural Adjustment Program, DCGA, the Economic Development Fundamental Key Policy Objective, VI, Cabinet, “Cabinet, the CEMA Board and Management, Office of the","Solomon Islands, Small Island States, Press Release",Revitalization and Recapitalization Strategy,https://www.solomontimes.com/news/cema-revitalization--recapitalization-strategy-launched/10870
9155,SBD,"USD, Health, the National Referral Hospital, the Central Field Hospital, Ministry of Health and Medical Services","the People’s Republic of China, PRC, Solomon Islands, Press Release",,https://www.solomontimes.com/news/health-receives-chinas-support-for-covid-19-operations/10867
9156,the Sinopharm vaccine,"the Ministry of Health and Medical Services, the Central Field Hospital, Vaccine National Coordinating Committee, AstraZeneca, Guadalcanal, MOI, Choiseul","Honiara, Guadalcanal Province, Western Province, Gizo, Choiseul, Press Release",,https://www.solomontimes.com/news/covid-19-vaccination-now-open-for-18yrs-and-above/10873
9157,,"Hon, the Ministry of Peace Reconciliation and Ecclesiastical Affairs, “Maybe, Opposition Press",,,https://www.solomontimes.com/news/prophetic-voice-of-churches-must-not-be-compromised-wale/10741
9158,"Pacific, Pacific Island","Kastom Gaden Association, the Australian Humanitarian Partnership, AHP, the Kastom Gaden Association, The Country Coordinator, the Australian Government, Oxfam, DFAT & Oxfam, COVID-19.”The Australian Humanitarian Partnership, Twitter, KGA","Australia, Fiji, Papua New Guinea, Solomon Islands, Polynesia, Micronesia",,https://www.solomontimes.com/news/oxfam-and-kastom-gaden-join-forces-in-australian-humanitarian-partnership-ahp-covid19-livelihood-response/10743
9159,,"The Ministry of Communication and Aviation, MCA, Social Media, Facebook, the Public Accounts Committee, ABC Australia, CNN",Solomon Islands,,https://www.solomontimes.com/news/facebook-working-with-government-to-monitor-fake-accounts/10744
